id,name,name_norm,type,aliases,aliases_norm
470ba462a70f59c475c8f020,Jackson Healthcare,jackson healthcare,Company,['Jackson Healthcare'],['jackson healthcare']
47842bc351a1a16ed6c56c57,Wolters Kluwer ELM Solutions,wolters kluwer elm solutions,Company,['Wolters Kluwer ELM Solutions'],['wolters kluwer elm solutions']
47e4b6191ddbb58daffa41e2,Cerro Coso Community College,cerro coso community college,Company,['Cerro Coso Community College'],['cerro coso community college']
47ed1d31b74dc4ddf7db2fff,large-language model technology,large-language model technology,Technology,['large-language model technology'],['large-language model technology']
482e949a0b6c21ca2b8da03e,Infineon,infineon,Company,['Infineon'],['infineon']
483064d6337d5cd16bda1f38,PSG,psg,Company,['PSG'],['psg']
4843a907d36f29f746e4be1c,UKAEA,ukaea,Company,['UKAEA'],['ukaea']
4843d19ba6ab28c53b9e12b5,Owensboro Health,owensboro health,Company,['Owensboro Health'],['owensboro health']
484f3c9dd94fc58f2b43919b,Bill Chappell,bill chappell,Person,['Bill Chappell'],['bill chappell']
486040c5525170d9d711b78d,Microsoft Teams,microsoft teams,Technology,['Microsoft Teams'],['microsoft teams']
48a4e9a9a10e1bdcf8aa9da4,GRSi,grsi,Company,['GRSi'],['grsi']
49526f4636c5b2a21b8570ed,Tetra Tech,tetra tech,Company,['Tetra Tech'],['tetra tech']
497908b040599586dea60d5c,Onfido,onfido,Technology,['Onfido'],['onfido']
499a0b342dac04ff4a813a4f,ServiceMaster CDR,servicemaster cdr,Company,['ServiceMaster CDR'],['servicemaster cdr']
49bcd8b8bade9036b57ee00d,Micron,micron,Company,['Micron'],['micron']
4a06b8689a5043daa0329632,FirstDraft™,firstdrafttm,Technology,['FirstDraft™'],['firstdrafttm']
4a4b646b730441c4046e1c7a,Spar,spar,Company,['Spar'],['spar']
4a5db90ab92c3ee6e7169c1f,Business Training Works Inc.,business training works inc.,Company,['Business Training Works Inc.'],['business training works inc.']
4ab077c9fcd8f747959747ca,malware attack,malware attack,Technology,['malware attack'],['malware attack']
4abf12232ce948272c06c8fe,Tokyo University of Agriculture and Technology,tokyo university of agriculture and technology,Company,['Tokyo University of Agriculture and Technology'],['tokyo university of agriculture and technology']
4ac3f41f5a2822500b7714a9,GigaCloud Technology Inc,gigacloud technology inc,Company,['GigaCloud Technology Inc'],['gigacloud technology inc']
4af7411d4ee06dc71d075b58,Oceans and Coastal Information System (OCIMS),oceans and coastal information system ocims,Technology,['Oceans and Coastal Information System (OCIMS)'],['oceans and coastal information system ocims']
4af878a52d972da7f5af3015,Slync,slync,Company,['Slync'],['slync']
4b4567f17e7636d74694ab44,Computex 2023,computex 2023,Technology,['Computex 2023'],['computex 2023']
4bc77125269da594e3d466d7,Jobs for the Future,jobs for the future,Company,['Jobs for the Future'],['jobs for the future']
4c88e9edec22d979cf031cdd,Kyndryl Bridge,kyndryl bridge,Technology,['Kyndryl Bridge'],['kyndryl bridge']
4ccf2b1022a7cda3c007b5ed,IRIS Outsourcing,iris outsourcing,Technology,['IRIS Outsourcing'],['iris outsourcing']
4ce9f50dd3cfab150cf8d215,ClearCaptions,clearcaptions,Company,['ClearCaptions'],['clearcaptions']
4d5af2e9ba5a88ffdcc18472,Uber technology,uber technology,Technology,['Uber technology'],['uber technology']
4dfa0f6a0f326e98083cb95b,Project Beacon,project beacon,Technology,['Project Beacon'],['project beacon']
4e6f9fe45c4adf265a59193c,Eseye,eseye,Company,['Eseye'],['eseye']
4f5c599d80e3f459819f8d8f,AI,ai,Technology,['AI'],['ai']
4f6415a58b3db00b9267597d,Tencent Cloud,tencent cloud,Company,['Tencent Cloud'],['tencent cloud']
4faec6ae19c8d1f1a0f8ea05,Red Hat,red hat,Company,['Red Hat'],['red hat']
4fd91b49954ed38cd1ba085f,Silicon Valley R&D center,silicon valley r d center,Technology,['Silicon Valley R&D center'],['silicon valley r d center']
503f805848656c65c14370cd,4th Gen Intel Xeon Scalable Processors,4th gen intel xeon scalable processors,Technology,['4th Gen Intel Xeon Scalable Processors'],['4th gen intel xeon scalable processors']
5057c10aa4464ea24cfd2ca3,1GNITE,1gnite,Company,['1GNITE'],['1gnite']
50b34a036bba964499871046,Eko,eko,Company,['Eko'],['eko']
50cb8c3da36966dd76d8d150,Orion Innovation,orion innovation,Company,['Orion Innovation'],['orion innovation']
50e107d025414604532eda46,Fidelity National Information Services (FIS),fidelity national information services fis,Company,['Fidelity National Information Services (FIS)'],['fidelity national information services fis']
517f33eb752dd76f4c7b7603,Fujitsu Limited,fujitsu limited,Company,['Fujitsu Limited'],['fujitsu limited']
51e33a1bf5fff64b108c76e6,Hewlett Packard Enterprise,hewlett packard enterprise,Company,['Hewlett Packard Enterprise'],['hewlett packard enterprise']
521037c3e56d17d9ac38937b,Inseego,inseego,Company,['Inseego'],['inseego']
525bb9490c45a10dc641fa63,Metaverse based Virtual Telemedicine Solution,metaverse based virtual telemedicine solution,Technology,['Metaverse based Virtual Telemedicine Solution'],['metaverse based virtual telemedicine solution']
52d2365dd55f191eeb19b990,Mood Media,mood media,Company,['Mood Media'],['mood media']
530a4771a035199975564d43,Axis Security,axis security,Company,['Axis Security'],['axis security']
54462bb0783ae0e6e2612860,Swedencare,swedencare,Company,['Swedencare'],['swedencare']
5481540e06c57c2e07c2f4df,European chip makers,european chip makers,Technology,['European chip makers'],['european chip makers']
54d027f2dd69c8279492a2a3,Deutsche Telekom,deutsche telekom,Company,['Deutsche Telekom'],['deutsche telekom']
5509f30e4f76565bbdcaaef1,decentralized finance services,decentralized finance services,Technology,['decentralized finance services'],['decentralized finance services']
5511c9f28098981f3ec02e61,Western Digital,western digital,Company,['Western Digital'],['western digital']
554efa808d9d904d6b755b11,Symrise,symrise,Company,['Symrise'],['symrise']
55e96777dc5ff9d22d8f9411,Mouser Electronics,mouser electronics,Company,['Mouser Electronics'],['mouser electronics']
5718209e26a202dc713eb372,tech innovation investment,tech innovation investment,Technology,['tech innovation investment'],['tech innovation investment']
57601595a36c5e9af04a18bd,data center industry,data center industry,Technology,['data center industry'],['data center industry']
58133462171d94ad3ebf138e,GSA’s Technology Transformation Services,gsa s technology transformation services,Technology,['GSA’s Technology Transformation Services'],['gsa s technology transformation services']
58a5e86a9dee3ca86f9884cd,ServiceMaster by Lewis,servicemaster by lewis,Company,['ServiceMaster by Lewis'],['servicemaster by lewis']
58faf73275b336fd01dd49db,OLED display with embedded heart rate sensor,oled display with embedded heart rate sensor,Technology,['OLED display with embedded heart rate sensor'],['oled display with embedded heart rate sensor']
5940054e53c07e960098c15c,Q-Net Security,q-net security,Company,['Q-Net Security'],['q-net security']
5997e362ebb09b5652f96ace,Call2Talk,call2talk,Company,['Call2Talk'],['call2talk']
599f5c3c96d1daa9f501f825,Amazon.com,amazon.com,Company,['Amazon.com'],['amazon.com']
59a6289966289f0ca1f4971c,IBM Technology,ibm technology,Technology,['IBM Technology'],['ibm technology']
59b8dbb244f189f06b7ca1ce,Steve Bisciotti,steve bisciotti,Person,['Steve Bisciotti'],['steve bisciotti']
59d3283552346e8f95d4edda,Graybar,graybar,Company,['Graybar'],['graybar']
59dffd0da0c93ef9b1d4bb28,Metaverse,metaverse,Technology,['Metaverse'],['metaverse']
59efea35a3bcd6d87f43c8c9,Tissue Monitoring Technology,tissue monitoring technology,Technology,['Tissue Monitoring Technology'],['tissue monitoring technology']
5a43e1ee7742c9938089a810,SHI International Corp,shi international corp,Company,['SHI International Corp'],['shi international corp']
5aa171e28fd07c4886f1c953,Werner Vogels,werner vogels,Person,['Werner Vogels'],['werner vogels']
5ad5fbab221f18c60dc21ee2,Oman Ministry of Transport Communication and Information Technology,oman ministry of transport communication and information technology,Company,['Oman Ministry of Transport Communication and Information Technology'],['oman ministry of transport communication and information technology']
5b95c26cd2004bdc20a573f5,Newegg,newegg,Company,['Newegg'],['newegg']
5bc99b5b6e258a07d0fe69d6,Ashu Singhal,ashu singhal,Person,['Ashu Singhal'],['ashu singhal']
5bdf23135506d01440f0eb3d,Transact,transact,Company,['Transact'],['transact']
5bee66f38bb49e6c1120ca40,Olivia Igbokwe-Curry,olivia igbokwe-curry,Person,['Olivia Igbokwe-Curry'],['olivia igbokwe-curry']
5c159ca6c01a0e19f91c6ea8,KPMG,kpmg,Company,['KPMG'],['kpmg']
5cbc63ec79ab9c4414f87872,Electrification digitalisation and sustainability,electrification digitalisation and sustainability,Technology,['Electrification digitalisation and sustainability'],['electrification digitalisation and sustainability']
5cd262f980b2ec9703056050,Integreon,integreon,Company,['Integreon'],['integreon']
5cd9798e37e07c411605c558,advanced chip technology,advanced chip technology,Technology,['advanced chip technology'],['advanced chip technology']
5d1f8692e1fe8b42ec180071,VenueLytics,venuelytics,Company,['VenueLytics'],['venuelytics']
5d313fe1300a14eeb70c2145,Bright.md,bright.md,Technology,['Bright.md'],['bright.md']
5dc2bde9d23abe32e0c0dda1,Prolucent,prolucent,Company,['Prolucent'],['prolucent']
5e14ebe944d42571b7c798bd,Q3 2022 Earnings Call,q3 2022 earnings call,Technology,['Q3 2022 Earnings Call'],['q3 2022 earnings call']
5e62c5ffe84a435adcba756b,embedded die packaging technology,embedded die packaging technology,Technology,['embedded die packaging technology'],['embedded die packaging technology']
5e6bb2f54191e893f5e7dd4e,Burger King,burger king,Company,['Burger King'],['burger king']
5f1f27b6c0c9242af967b0f4,Storage Solutions group,storage solutions group,Company,['Storage Solutions group'],['storage solutions group']
5f8fa4386684658e4d6378f4,Private Investment Consortium,private investment consortium,Company,['Private Investment Consortium'],['private investment consortium']
5fc8e1ac87fa4f5109b42647,SIOS Technology Corp,sios technology corp,Company,['SIOS Technology Corp'],['sios technology corp']
604e7230bf2cbe0427252dea,Press Gazette,press gazette,Company,['Press Gazette'],['press gazette']
60600e14abe49d11d8816b92,Mark Huxtable,mark huxtable,Person,['Mark Huxtable'],['mark huxtable']
60930a60cb39a7685d883a45,TOJOY Association for Science and Technology,tojoy association for science and technology,Technology,['TOJOY Association for Science and Technology'],['tojoy association for science and technology']
60ade6527483bced1756d6c8,Salesforce,salesforce,Company,['Salesforce'],['salesforce']
610015336dc5d08081130fae,Martins Izuogbe,martins izuogbe,Person,['Martins Izuogbe'],['martins izuogbe']
617aad43df21a672ce896fba,Precision Air Technology,precision air technology,Company,['Precision Air Technology'],['precision air technology']
62222ab2a4e7efb0bd6cccb5,2014,2014,Technology,['2014'],['2014']
627c90afc7e58f22a0637349,Code Llama,code llama,Technology,['Code Llama'],['code llama']
62905adb66fdd17a10a37689,Sarah Patton,sarah patton,Person,['Sarah Patton'],['sarah patton']
638ba3c84220515ef920d372,LiDAR-integrated Intelligent Automotive Taillight Solution,lidar-integrated intelligent automotive taillight solution,Technology,['LiDAR-integrated Intelligent Automotive Taillight Solution'],['lidar-integrated intelligent automotive taillight solution']
63d082a8de0796f78ce17b7d,CoolSys,coolsys,Company,['CoolSys'],['coolsys']
640865f37e36c9e2b83d4e8f,ILUS International Inc.,ilus international inc.,Company,['ILUS International Inc.'],['ilus international inc.']
64377bad2af6576bf9ac9f9a,Broadcom Inc,broadcom inc,Company,['Broadcom Inc'],['broadcom inc']
644a5c5532b1cb692e7a9e31,unknown tracker alerts,unknown tracker alerts,Technology,['unknown tracker alerts'],['unknown tracker alerts']
6457c09be5e9aa79968d58d9,Turnkey Modular,turnkey modular,Company,['Turnkey Modular'],['turnkey modular']
646ef02a995758a162220e73,Andrew Chaoya Li,andrew chaoya li,Person,['Andrew Chaoya Li'],['andrew chaoya li']
646f67d86c0bc24e98490451,IED Detection Technology,ied detection technology,Technology,['IED Detection Technology'],['ied detection technology']
647a9488b93afb64d59129ea,Pelocal Fintech Pvt. Ltd.,pelocal fintech pvt. ltd.,Company,['Pelocal Fintech Pvt. Ltd.'],['pelocal fintech pvt. ltd.']
64c5fffd81c8dc2752d3d34c,Vista Technology,vista technology,Company,['Vista Technology'],['vista technology']
65446d28e12f5bb787b5439a,Adobe,adobe,Company,['Adobe'],['adobe']
655572de7e80ced382d838c6,Honeywell,honeywell,Company,['Honeywell'],['honeywell']
657b614d3ba801b8aac59408,Rola Ghneim Khreis,rola ghneim khreis,Person,['Rola Ghneim Khreis'],['rola ghneim khreis']
668bfe445932431c1a2f363a,Richard Jamieson,richard jamieson,Person,['Richard Jamieson'],['richard jamieson']
6763840dfe2e4e1d3562e71e,Chris Derbyshire,chris derbyshire,Person,['Chris Derbyshire'],['chris derbyshire']
6766a8c3040b534e13b8412e,financial technology,financial technology,Technology,['financial technology'],['financial technology']
67ac22294f3bf7d4ff2c73fa,Samotics,samotics,Company,['Samotics'],['samotics']
67bc34c4076b3276117f96e1,MSWIPE,mswipe,Company,['MSWIPE'],['mswipe']
681006bc70d2b14804e79e11,IBM,ibm,Company,['IBM'],['ibm']
687298d2e180eb88c3b4deb1,Cloudflare,cloudflare,Company,['Cloudflare'],['cloudflare']
687c646ada488db37e8b414b,KPN,kpn,Company,['KPN'],['kpn']
68b0f1e1adc856f11ca32dba,Cass Information Systems Inc.,cass information systems inc.,Company,['Cass Information Systems Inc.'],['cass information systems inc.']
68b3544368862fc263941c8d,Amazon,amazon,Company,['Amazon'],['amazon']
69e0afa7b4b99c83783fa0b5,Odysight.ai,odysight.ai,Company,['Odysight.ai'],['odysight.ai']
69e7954260ba73434c5eff88,Zamit,zamit,Company,['Zamit'],['zamit']
6a15e0e4dd7148bee61fc8f2,Jenne Inc.,jenne inc.,Company,['Jenne Inc.'],['jenne inc.']
6a6e22b86eaee86b5b633d5e,JAVS,javs,Company,['JAVS'],['javs']
6acf0c75c3c60c8a79dda448,pCloud,pcloud,Company,['pCloud'],['pcloud']
6aed44cf262542ef2e266bdf,EY,ey,Company,['EY'],['ey']
6b8b046564649fd7230883dd,Dash Solutions,dash solutions,Company,['Dash Solutions'],['dash solutions']
6ba30c03cb92158109670561,Polso™,polsotm,Technology,['Polso™'],['polsotm']
6c5819ce4937dfb58ae9fcb7,B2B ecommerce solutions,b2b ecommerce solutions,Technology,['B2B ecommerce solutions'],['b2b ecommerce solutions']
6c9d7e54e74efb990288221c,Worldpay,worldpay,Company,['Worldpay'],['worldpay']
6ccd36cb57fe4bbb936c108d,Harvard,harvard,Company,['Harvard'],['harvard']
6d4f13333005b2b573269d23,tiny magnetic tracking and sensing device,tiny magnetic tracking and sensing device,Technology,['tiny magnetic tracking and sensing device'],['tiny magnetic tracking and sensing device']
6d6d3bc05ca32388a48a053b,Truecaller,truecaller,Company,['Truecaller'],['truecaller']
6d6fe84c5aef8fa11b72660b,Uptime Institute,uptime institute,Company,['Uptime Institute'],['uptime institute']
6d8be19c05e61ff27ce8f2d6,Eva Navarro López,eva navarro lópez,Person,['Eva Navarro López'],['eva navarro lópez']
6da57d63d94fb2af3160b2de,Uber,uber,Company,['Uber'],['uber']
6dbfdfc5a4e8df3668a4dac3,Meta,meta,Company,"['Meta', 'Meta Platforms', 'Meta Platforms Inc']","['meta', 'meta platforms', 'meta platforms inc']"
6e2f5e22c6086b54c403c927,Technical Safety Services,technical safety services,Company,['Technical Safety Services'],['technical safety services']
6e36f6ea276bd59f19c55685,Nasdaq: CCLD CCLDP CCLDO,nasdaq ccld ccldp ccldo,Technology,['Nasdaq: CCLD CCLDP CCLDO'],['nasdaq ccld ccldp ccldo']
6e6a6f8de2cd0d09447e1139,iTero Scanner and Services Business,itero scanner and services business,Technology,['iTero Scanner and Services Business'],['itero scanner and services business']
6e7954762e5790f43155d6dd,New York Times,new york times,Company,['New York Times'],['new york times']
6edc166875fb4fbe067d081d,Vodafone Raku,vodafone raku,Company,['Vodafone Raku'],['vodafone raku']
6f4c749d695b7349b9bcf5f0,WealthTech Platform,wealthtech platform,Technology,['WealthTech Platform'],['wealthtech platform']
6f687c33eb33d6b61821594d,Tristar range of flame-retardant polycarbonates,tristar range of flame-retardant polycarbonates,Technology,['Tristar range of flame-retardant polycarbonates'],['tristar range of flame-retardant polycarbonates']
6fadc0df2174ddf6f0cce507,Sanan Optoelectronics,sanan optoelectronics,Company,['Sanan Optoelectronics'],['sanan optoelectronics']
6fbd0c11869440b6a110fe04,AI integrated virtual try-on solution,ai integrated virtual try-on solution,Technology,['AI integrated virtual try-on solution'],['ai integrated virtual try-on solution']
6ffdac611f8523c6b41c1e7e,Ann Lewis,ann lewis,Person,['Ann Lewis'],['ann lewis']
701cc0154bd88a08189343a8,Dragos,dragos,Company,['Dragos'],['dragos']
70764a12cd7d3afaa7350656,PayEQ,payeq,Technology,['PayEQ'],['payeq']
70c4e949ff245096c6946802,Amazon Web Services,amazon web services,Company,['Amazon Web Services'],['amazon web services']
71006530fc72a47a51a3f8e4,Granite Computer Solutions,granite computer solutions,Company,['Granite Computer Solutions'],['granite computer solutions']
713c5cdea0d9408822fe01c7,Kyndryl,kyndryl,Company,['Kyndryl'],['kyndryl']
7143630392df3f19fee3aab9,Hugging Face,hugging face,Company,['Hugging Face'],['hugging face']
7179d6fd33182e338553cbf7,Freeline Therapeutics Holdings plc,freeline therapeutics holdings plc,Company,['Freeline Therapeutics Holdings plc'],['freeline therapeutics holdings plc']
7293212edb5d2cd24685b7b2,Pavion,pavion,Company,['Pavion'],['pavion']
73772de334870c1d90f33658,Dell NativeEdge,dell nativeedge,Technology,['Dell NativeEdge'],['dell nativeedge']
73bc0c10daf5bd39729a331e,PUSHTech™,pushtechtm,Company,['PUSHTech™'],['pushtechtm']
746caaaa060162969f765283,Vibenomics,vibenomics,Company,['Vibenomics'],['vibenomics']
747fb2668bad683846279bb8,Financial Technology and Access Team,financial technology and access team,Technology,['Financial Technology and Access Team'],['financial technology and access team']
748282715d0653f252f5d5fc,Mercy Corps,mercy corps,Company,['Mercy Corps'],['mercy corps']
74fc3b8acba7cc743a2c760c,Bank of America,bank of america,Company,['Bank of America'],['bank of america']
750dc2461e1292b18ad8b8be,Telstra Broadcast Services,telstra broadcast services,Company,['Telstra Broadcast Services'],['telstra broadcast services']
75148e3930f235ae9ea5afb4,Business Continuity Solutions,business continuity solutions,Technology,['Business Continuity Solutions'],['business continuity solutions']
7562a70ceb923ac13ed705b5,In Detail Interiors,in detail interiors,Company,['In Detail Interiors'],['in detail interiors']
75b644b7ed8f4d64bdc71ce1,EU antitrust watchdog,eu antitrust watchdog,Company,['EU antitrust watchdog'],['eu antitrust watchdog']
766e95cd703d4ff19d3e90cc,Shipsy,shipsy,Company,['Shipsy'],['shipsy']
76a986b1ff8cfae54ce1c5a1,Eric Schummer,eric schummer,Person,['Eric Schummer'],['eric schummer']
76d30bd48e9692cec398f666,Truescope,truescope,Company,['Truescope'],['truescope']
76d63e59514a4ef00ebac341,Swave Photonics,swave photonics,Company,['Swave Photonics'],['swave photonics']
773eeb9b7cc008bff365fcdd,OpenAI,openai,Company,['OpenAI'],['openai']
7740671effa76b241fea41bf,USC Information Sciences Institute,usc information sciences institute,Company,['USC Information Sciences Institute'],['usc information sciences institute']
77458f020ae7845ac971b48c,AlarMax Distributors,alarmax distributors,Company,['AlarMax Distributors'],['alarmax distributors']
776d89f3866049239e5a9365,Tyemill,tyemill,Company,['Tyemill'],['tyemill']
77dc6b6dd119e83c04be24e7,Howard Tullman,howard tullman,Person,['Howard Tullman'],['howard tullman']
77fe81c4bf7f8f47ce36850f,Moro Hub,moro hub,Company,['Moro Hub'],['moro hub']
79abbfff395a1ced15d24414,Synoptek,synoptek,Company,['Synoptek'],['synoptek']
79ca55f7cf332d49ca9d084d,tech manufacturers,tech manufacturers,Company,['tech manufacturers'],['tech manufacturers']
7b29988cfc0dac3059f47a0e,L&T Technology Services,l t technology services,Company,"['L&T Technology Services', 'L&T Technology Services Limited', 'L&T Technology Services Ltd']","['l t technology services', 'l t technology services limited', 'l t technology services ltd']"
7b37ac825b954049bfb25264,YouWeb,youweb,Company,['YouWeb'],['youweb']
7b90d9e5b93df0b767ea3aef,Best Enterprise Security Solution,best enterprise security solution,Technology,['Best Enterprise Security Solution'],['best enterprise security solution']
7bc471980d17285ba16b8743,Elizabethtown College,elizabethtown college,Company,['Elizabethtown College'],['elizabethtown college']
7bd51fe25edbf0c46f4543ff,mCloud Technologies Corp.,mcloud technologies corp.,Company,['mCloud Technologies Corp.'],['mcloud technologies corp.']
7be414ae0a125c88b6924805,AutomationEdge,automationedge,Company,['AutomationEdge'],['automationedge']
7c006ebf3fc788f4d55aae68,Samsung,samsung,Company,['Samsung'],['samsung']
7c49bc33f01da07754a1b72e,Alec Hartman,alec hartman,Person,['Alec Hartman'],['alec hartman']
7c7acca88321344fff85e252,C-suite,c-suite,Technology,['C-suite'],['c-suite']
7ca236a96302ab08593d3e46,World Cinema,world cinema,Company,['World Cinema'],['world cinema']
7d87b719c7aab894bd5ffd26,Resonac,resonac,Company,['Resonac'],['resonac']
7e1cafdebdaa7f34a1f2e587,animal-health technology and services,animal-health technology and services,Technology,['animal-health technology and services'],['animal-health technology and services']
7e286957375538585590dde0,Bigme,bigme,Company,['Bigme'],['bigme']
7e4b21f21144b29d3c774b6f,Geotab,geotab,Company,['Geotab'],['geotab']
7eb149b49f7648c19c725256,Bard AI,bard ai,Technology,['Bard AI'],['bard ai']
7ec075dd1038507884c65578,visual sensing and video analytics-based predictive maintenance technology,visual sensing and video analytics-based predictive maintenance technology,Technology,['visual sensing and video analytics-based predictive maintenance technology'],['visual sensing and video analytics-based predictive maintenance technology']
7f7dff788b8cdc0596861ad1,Emirates Health Services,emirates health services,Company,['Emirates Health Services'],['emirates health services']
7f8f377f2d9ed5bac3b1579c,JFrog,jfrog,Company,['JFrog'],['jfrog']
7f996316eab74c563ffa5968,Facebook,facebook,Company,['Facebook'],['facebook']
7fe475490e1e685de86b9310,5G technology,5g technology,Technology,"['5G Technology', '5G technology']",['5g technology']
7feffc6dad5a10ac6375d2fd,dental clinics,dental clinics,Technology,['dental clinics'],['dental clinics']
7ff78bc29bc1982d62a59b03,Ghostscale,ghostscale,Company,['Ghostscale'],['ghostscale']
80470fafbf4a5aa99a9d9fef,Healthcare Centre in Florence,healthcare centre in florence,Technology,['Healthcare Centre in Florence'],['healthcare centre in florence']
80b7e9728b605ae859f80f45,Allegis Group,allegis group,Company,['Allegis Group'],['allegis group']
80b895a25e2888832048cf11,UJET,ujet,Company,['UJET'],['ujet']
80d4e00bbe326ead4d59a4e1,FLSmidth,flsmidth,Company,['FLSmidth'],['flsmidth']
813b3488cb7ecc8227d81e6e,ServIQ,serviq,Company,['ServIQ'],['serviq']
816e03b3dfe577413603b747,data centers,data centers,Technology,['data centers'],['data centers']
82070938a7843996cbd00a1b,Polymer Technology & Services,polymer technology services,Company,['Polymer Technology & Services'],['polymer technology services']
82bca8b1a7e03c7b58e489d4,Intelligent Component Design and System Assembly (ICSA),intelligent component design and system assembly icsa,Technology,['Intelligent Component Design and System Assembly (ICSA)'],['intelligent component design and system assembly icsa']
82ccc01b59e90993283d3a5a,2022 HRO Today Superstars,2022 hro today superstars,Technology,['2022 HRO Today Superstars'],['2022 hro today superstars']
82e35e75371b83689bb4b7e0,Philips Research,philips research,Company,['Philips Research'],['philips research']
82e5f6a0b372c46a6683f17b,Nuance,nuance,Company,['Nuance'],['nuance']
82e90945c43c3c7512a8bfba,VinES,vines,Company,['VinES'],['vines']
8337d607b5922d39eaef7cbf,Viasat,viasat,Company,['Viasat'],['viasat']
83740a94a7378547547c1910,Costa Coffee,costa coffee,Company,['Costa Coffee'],['costa coffee']
83b262183c78790168a7b94c,Socius Insurance Services,socius insurance services,Company,['Socius Insurance Services'],['socius insurance services']
84f141d5a03e6e7c620a4ff6,Blue Solutions,blue solutions,Company,['Blue Solutions'],['blue solutions']
850e0a34c0c89c73e5ebfece,Attra,attra,Company,['Attra'],['attra']
8568cefc2b16b1699bc0d89f,Aqara,aqara,Company,['Aqara'],['aqara']
86b9ff312ddfa2fd19b23947,Symec Technologies Limited,symec technologies limited,Company,['Symec Technologies Limited'],['symec technologies limited']
86bd1a91670567d770d6bfe9,software appliance,software appliance,Technology,['software appliance'],['software appliance']
8706fbce475588f31329c9bd,ServiceNow,servicenow,Technology,['ServiceNow'],['servicenow']
879eef50f3e2d235cccb1790,Snowflake,snowflake,Company,['Snowflake'],['snowflake']
880a3b1b60319498e310720f,SMS Assist,sms assist,Company,['SMS Assist'],['sms assist']
881102ae78d3b2600bb89d2e,1949,1949,Technology,['1949'],['1949']
88cbe29fbdd8eee71ac6003f,University of Sheffield,university of sheffield,Company,['University of Sheffield'],['university of sheffield']
88eac4ad81aeb1154b8467b5,SplitMetrics,splitmetrics,Company,['SplitMetrics'],['splitmetrics']
890a22fa7b9dc6d88d09d219,Ankr,ankr,Company,['Ankr'],['ankr']
894487a3583e2560ae83ca4e,KyckGlobal,kyckglobal,Company,['KyckGlobal'],['kyckglobal']
89e19dd2f1fc8810fc33e5b1,Gavin Bashar,gavin bashar,Person,['Gavin Bashar'],['gavin bashar']
89f1c4a3a2a79045c4154a37,Fleming Meng,fleming meng,Person,['Fleming Meng'],['fleming meng']
89f76a1611c6bef8f123d8ad,Los Angeles Times,los angeles times,Company,['Los Angeles Times'],['los angeles times']
8a0c9d42a2efb1a7c43a4679,CTI,cti,Company,['CTI'],['cti']
8a2938b29490bc282b8a3115,LexisNexis,lexisnexis,Company,['LexisNexis'],['lexisnexis']
8a6ee4bb22bbf9cf2ce17747,Jordan Digital Center,jordan digital center,Technology,['Jordan Digital Center'],['jordan digital center']
8aaf4c8f85ca26a0418b8601,Dell,dell,Company,['Dell'],['dell']
8af8e17ecdf20a7ed7ebf6d7,Falcon LLM,falcon llm,Technology,['Falcon LLM'],['falcon llm']
8b61028eba4418c78c914ee4,Synkrato,synkrato,Company,['Synkrato'],['synkrato']
8ba63c60a88354841031fe04,Gemini,gemini,Technology,['Gemini'],['gemini']
8bbbaedd2ea70745c9220822,Novel Biosensor,novel biosensor,Technology,['Novel Biosensor'],['novel biosensor']
8cad9cafb4c340fb66b19a98,EY Global Services,ey global services,Company,['EY Global Services'],['ey global services']
8cb8374db7c95965c7dcb615,Doug Twitchell,doug twitchell,Person,['Doug Twitchell'],['doug twitchell']
8cf5822a71025973b047cff3,Cadence Design Systems Inc.,cadence design systems inc.,Company,['Cadence Design Systems Inc.'],['cadence design systems inc.']
8d7f122b7a17c8e043ae6098,SYSTRA,systra,Company,['SYSTRA'],['systra']
8da121260245115a38bb5eff,Briton Smetzer,briton smetzer,Person,['Briton Smetzer'],['briton smetzer']
8dac9db571bcd309317f387c,Virtual Reality Headset,virtual reality headset,Technology,['Virtual Reality Headset'],['virtual reality headset']
8e4ccf66d61b5766bcb7d7bb,Claroty,claroty,Company,['Claroty'],['claroty']
8eda739cb61199b2a508aeb7,Form Bio,form bio,Company,['Form Bio'],['form bio']
8ee7fac7e9752dc1200cfeb2,Driver Monitoring System,driver monitoring system,Technology,['Driver Monitoring System'],['driver monitoring system']
8f3d4914bf480bdc62e88d80,Ceinsys Tech Ltd,ceinsys tech ltd,Company,['Ceinsys Tech Ltd'],['ceinsys tech ltd']
8f47c99c767de5d0810893b2,AD&Co LoanDynamics Model,ad co loandynamics model,Technology,['AD&Co LoanDynamics Model'],['ad co loandynamics model']
9003856bff3ad67654409b08,UST,ust,Company,['UST'],['ust']
9068586363f75b0cf3659e6b,Sym-Tech Dealer Services,sym-tech dealer services,Company,['Sym-Tech Dealer Services'],['sym-tech dealer services']
909fcd9c188c8c2429afa468,Google Cloud,google cloud,Company,['Google Cloud'],['google cloud']
90ac4395c4973431c79f617b,Alight Inc.,alight inc.,Company,['Alight Inc.'],['alight inc.']
90afe2ce70a85e3992bfa3c6,Boxed Inc.,boxed inc.,Company,['Boxed Inc.'],['boxed inc.']
90beb9d60aaf9607a0e9cf93,AXIS Capital Holdings Limited,axis capital holdings limited,Company,['AXIS Capital Holdings Limited'],['axis capital holdings limited']
9125b3563dc3e9903f6aa857,EPFL,epfl,Company,['EPFL'],['epfl']
